ID	NAME	CLONE_ID	5ACC	3ACC	GB_LIST
7295	 Human putative 32kDa heart protein PHP32 mRNA, complete cds Chr.8 [417819, (EW), 5':W88869, 3':W88662]	IMAGE:417819	W88869	W88662	W88869,W88662
7296	SID W 417844, ESTs [5':W88875, 3':W88669]	IMAGE:417844	W88875	W88669	W88875,W88669
7297	HLA-DRB5 Major histocompatibility complex, class II, DR beta 5 Chr.6 [417711, (RE), 5':W88546, 3':W88967]	IMAGE:417711	W88546	W88967	W88546,W88967
7298	SID W 417763, Metaxin [5':W88726, 3':W88727]	IMAGE:417763	W88726	W88727	W88726,W88727
7299	Carboxypeptidase A1SID  418033,  [5':W90332, 3':W90535]	IMAGE:418033	W90332	W90535	W90332,W90535
7300	SID W 418040, H.sapiens mRNA for TGIF protein [5':W90316, 3':W90532]	IMAGE:418040	W90316	W90532	W90316,W90532
7301	 ESTs, Weakly similar to SPERMATID-SPECIFIC PROTEIN T2 [Sepia officinalis] Chr.X [417731, (IW), 5':W88605, 3':W88524]	IMAGE:417731	W88605	W88524	W88605,W88524
7302	 H.sapiens mRNA for orphan nuclear hormone receptor Chr.1 [417918, (EW), 5':W90407, 3':W90380]	IMAGE:417918	W90407	W90380	W90407,W90380
7303	SID W 417866, ESTs [5':W90217, 3':W90121]	IMAGE:417866	W90217	W90121	W90217,W90121
7304	 ESTs, Highly  similar to MITOCHONDRIAL 60S RIBOSOMAL PROTEIN L2 PRECURSOR [Saccharomyces cerevis Chr.17 [417801, (IW), 5':W88848, 3':W88752]	IMAGE:417801	W88848	W88752	W88848,W88752
7305	SID W 417684, ESTs, Weakly similar to coded for by C. elegans cDNA yk34a10.3 [C.elegans] [5':W88594, 3':W89094]	IMAGE:417684	W88594	W89094	W88594,W89094
7306	SID  417898, ESTs [5':, 3':W90137]	IMAGE:417898		W90137	W90137
7307	 ESTs Chr.X [418049, (RW), 5':W90727, 3':W90728]	IMAGE:418049	W90727	W90728	W90727,W90728
7308	SID W 417810, ESTs [5':W89140, 3':W89141]	IMAGE:417810	W89140	W89141	W89140,W89141
7309	 ESTs, Weakly similar to !!!! ALU SUBFAMILY J WARNING ENTRY !!!! [H.sapiens] Chr.1 [417717, (DW), 5':W88694, 3':W88695]	IMAGE:417717	W88694	W88695	W88694,W88695
7310	 ESTs, Weakly similar to The KIAA0147 gene product is related to adenylyl cyclase. [H.sapiens] Chr.5 [417970, (IW), 5':W90295, 3':W90636]	IMAGE:417970	W90295	W90636	W90295,W90636
7311	 ESTs Chr.1 [417855, (R), 5':W88884, 3':W88792]	IMAGE:417855	W88884	W88792	W88884,W88792
7312	Homo sapiens mRNA, exon 1, 2, 3, 4, clone:RES4-24ASID  417943,  [5':W90466, 3':W90111]	IMAGE:417943	W90466	W90111	W90466,W90111
7313	SID W 417884, ESTs [5':W90456, 3':W90457]	IMAGE:417884	W90456	W90457	W90456,W90457
7314	 ESTs Chr.15 [417894, (IW), 5':W90093, 3':W90135]	IMAGE:417894	W90093	W90135	W90093,W90135
7315	SID  417914, ESTs [5':W90405, 3':W90145]	IMAGE:417914	W90405	W90145	W90405,W90145
7316	SID W 417689, Homo sapiens amphiphysin II mRNA, complete cds [5':W89078, 3':W88622]	IMAGE:417689	W89078	W88622	W89078,W88622
7317	SID W 417755, ESTs [5':W88637, 3':W88555]	IMAGE:417755	W88637	W88555	W88637,W88555
7318	 ESTs Chr.18 [417835, (IW), 5':W89161, 3':W89162]	IMAGE:417835	W89161	W89162	W89161,W89162
7319	 Homo sapiens mRNA for proteasome subunit p27, complete cds Chr.12 [417793, (I), 5':, 3':W88749]	IMAGE:417793		W88749	W88749
7320	SID W 417807, ESTs, Highly similar to Trio [H.sapiens] [5':W88861, 3':W88755]	IMAGE:417807	W88861	W88755	W88861,W88755
7321	 ESTs, Weakly similar to ZINC FINGER PROTEIN 42 [H.sapiens] Chr.19 [417843, (EW), 5':W88880, 3':W88767]	IMAGE:417843	W88880	W88767	W88880,W88767
7322	SID W 418293, Human CSaids binding protein (CSBP2) mRNA, complete cds [5':W92695, 3':W92696]	IMAGE:418293	W92695	W92696	W92695,W92696
7323	 Human geranylgeranyl transferase type II beta-subunit mRNA, complete cds Chr.1 [418223, (IW), 5':W90238, 3':W90239]	IMAGE:418223	W90238	W90239	W90238,W90239
7324	 26S PROTEASOME REGULATORY SUBUNIT P31 Chr.19 [418078, (EW), 5':W90477, 3':W90478]	IMAGE:418078	W90477	W90478	W90477,W90478
7325	SID W 418089, Cytochrome c1 [5':W90189, 3':W90071]	IMAGE:418089	W90189	W90071	W90189,W90071
7326	SID W 418193, Homologue of mouse tumor rejection antigen gp96 [5':W90359, 3':W90360]	IMAGE:418193	W90359	W90360	W90359,W90360
7327	H2AZ H2AZ histone Chr.4 [418181, (DW), 5':W90258, 3':W90451]	IMAGE:418181	W90258	W90451	W90258,W90451
7328	*Aldehyde reductase 1 (low Km aldose reductase) SID W 418212, ESTs [5':W90268, 3':W90593]	IMAGE:418212	W90268	W90593	W90268,W90593
7329	SID W 418239, Aldehyde reductase 1 (low Km aldose reductase) [5':W90290, 3':W90633]	IMAGE:418239	W90290	W90633	W90290,W90633
7330	SID W 418097, Centromere protein E (312kD) [5':W90492, 3':W90493]	IMAGE:418097	W90492	W90493	W90492,W90493
7331	SID W 418111, Protein-tyrosine kinase tyk2 (non-receptor) [5':W90202, 3':W90104]	IMAGE:418111	W90202	W90104	W90202,W90104
7332	RAB2 RAB2, member RAS oncogene family Chr.8 [418105, (IEW), 5':W90200, 3':W90102]	IMAGE:418105	W90200	W90102	W90200,W90102
7333	 H.sapiens NuMA gene (Clone T33) Chr.11 [418129, (RW), 5':W90212, 3':W90116]	IMAGE:418129	W90212	W90116	W90212,W90116
7334	SID W 418311, Human CtBP mRNA, complete cds [5':W90811, 3':W90755]	IMAGE:418311	W90811	W90755	W90811,W90755
7335	SID W 418106, Complement component 6 [5':W90194, 3':W90076]	IMAGE:418106	W90194	W90076	W90194,W90076
7336	 Homo sapiens TNF-alpha stimulated ABC protein (ABC50) mRNA, complete cds Chr.6 [418099, (IW), 5':W90494, 3':W90495]	IMAGE:418099	W90494	W90495	W90494,W90495
7337	 H.sapiens E-MAP-115 mRNA Chr.6 [418274, (EW), 5':W90783, 3':W90688]	IMAGE:418274	W90783	W90688	W90783,W90688
7338	SID W 418252, Tripeptidyl peptidase II [5':W90772, 3':W90737]	IMAGE:418252	W90772	W90737	W90772,W90737
7339	SID W 418087, Human B12 protein mRNA, complete cds [5':W90188, 3':W90070]	IMAGE:418087	W90188	W90070	W90188,W90070
7340	HADHA Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase ( Chr.2 [418228, (EW), 5':W90278, 3':W90601]	IMAGE:418228	W90278	W90601	W90278,W90601
7341	SID W 418332, Human JTV-1 (JTV-1) mRNA, complete cds [5':W90695, 3':W90762]	IMAGE:418332	W90695	W90762	W90695,W90762
7342	 Homo sapiens clone 24560 unknown mRNA, complete cds Chr.16 [418227, (IW), 5':W90284, 3':W90607]	IMAGE:418227	W90284	W90607	W90284,W90607
7343	PPBP Connective tissue activation peptide III Chr.4 [418422, (RW), 5':W93309, 3':W92812]	IMAGE:418422	W93309	W92812	W93309,W92812
7344	F13A1 Coagulation factor XIII, A1 polypeptide Chr.6 [418333, (IW), 5':W90327, 3':W90769]	IMAGE:418333	W90327	W90769	W90327,W90769
7345	 ESTs Chr.6 [418320, (IW), 5':W90812, 3':W90756]	IMAGE:418320	W90812	W90756	W90812,W90756
7346	SID  418200, ESTs, Highly similar to RAS-RELATED PROTEIN RAB-11A [H.sapiens] [5':, 3':W90526]	IMAGE:418200		W90526	W90526
7347	 L-arginine:glycine amidinotransferase [human, kidney carcinoma cells, mRNA, 2330 nt] Chr.15 [418073, (EW), 5':W90479, 3':W90480]	IMAGE:418073	W90479	W90480	W90479,W90480
7348	SID W 418147, Human scavenger receptor cysteine rich Sp alpha mRNA, complete cds [5':W90165, 3':W90166]	IMAGE:418147	W90165	W90166	W90165,W90166
7349	SID W 418280, Human prostate carcinoma tumor antigen (pcta-1) mRNA, complete cds [5':W90786, 3':W90691]	IMAGE:418280	W90786	W90691	W90786,W90691
7350	SID  418178, ESTs, Highly  similar to HYPOTHETICAL 81.4 KD PROTEIN IN GREB-FEOA INTERGENIC REGION [Escherichi [5':W90229, 3':W90442]	IMAGE:418178	W90229	W90442	W90229,W90442
7351	SID  418425, ESTs, Weakly similar to similar to pig tubulin-tyrosine ligase. [H.sapiens] [5':, 3':W92674]	IMAGE:418425		W92674	W92674
7352	 ESTs, Highly  similar to DNAJ PROTEIN HOMOLOG 2 [Homo sapiens] Chr.3 [418166, (DW), 5':W90172, 3':W90584]	IMAGE:418166	W90172	W90584	W90172,W90584
7353	 ESTs, Moderately  similar to VESICULAR INTEGRAL-MEMBRANE PROTEIN VIP36 PRECURSOR [Canis familiar Chr.2 [418225, (IW), 5':W90283, 3':W90606]	IMAGE:418225	W90283	W90606	W90283,W90606
7354	SID  418436, Human HCF1 gene related mRNA sequence [5':, 3':W93018]	IMAGE:418436		W93018	W93018
7355	SID W 418137, Human neutral amino acid transporter B mRNA, complete cds [5':W90214, 3':W90118]	IMAGE:418137	W90214	W90118	W90214,W90118
7356	SID  418367,  [5':W92863, 3':W92864]	IMAGE:418367	W92863	W92864	W92863,W92864
7357	SID  418084, Parathymosin [5':W90179, 3':W90032]	IMAGE:418084	W90179	W90032	W90179,W90032
7358	SID W 418222, H.sapiens mRNA for transcription factor TFIID subunit TAFII28 [5':W90373, 3':W90374]	IMAGE:418222	W90373	W90374	W90373,W90374
7359	 Homo sapiens nuclear hormone receptor (shp) gene, 3' end of cds Chr.1 [418138, (RW), 5':W90211, 3':W90085]	IMAGE:418138	W90211	W90085	W90211,W90085
7360	SID W 418060, HYPOTHETICAL MYELOID CELL LINE PROTEIN 5 [5':W90147, 3':W90425]	IMAGE:418060	W90147	W90425	W90147,W90425
7361	SID W 418064, Homo sapiens mRNA for steroid receptor coactivator 1e [5':W90148, 3':W90426]	IMAGE:418064	W90148	W90426	W90148,W90426
7362	SID W 418218, Homo sapiens PAC clone DJ0905J08 from 7p12-p14 [5':W90369, 3':W90370]	IMAGE:418218	W90369	W90370	W90369,W90370
7363	SID  418389, ESTs [5':W92999, 3':W93000]	IMAGE:418389	W92999	W93000	W92999,W93000
7364	 PROTEASOME BETA CHAIN PRECURSOR Chr.1 [418201, (I), 5':W90270, 3':W90595]	IMAGE:418201	W90270	W90595	W90270,W90595
7365	SID W 418301, ESTs [5':W90806, 3':W90750]	IMAGE:418301	W90806	W90750	W90806,W90750
7366	SID W 418130, Human mRNA for KIAA0076 gene, complete cds [5':W90207, 3':W90081]	IMAGE:418130	W90207	W90081	W90207,W90081
7367	SID  418070, ESTs [5':W90151, 3':W90429]	IMAGE:418070	W90151	W90429	W90151,W90429
7368	SID W 418067, ESTs [5':W90155, 3':W90027]	IMAGE:418067	W90155	W90027	W90155,W90027
7369	SID W 418371, ESTs [5':W92888, 3':W92789]	IMAGE:418371	W92888	W92789	W92888,W92789
7370	 ESTs Chr.12 [418219, (IW), 5':W90377, 3':W90378]	IMAGE:418219	W90377	W90378	W90377,W90378
7371	 ESTs, Weakly similar to No definition line found [C.elegans] Chr.1 [418140, (I), 5':, 3':W90086]	IMAGE:418140		W90086	W90086
7372	SID W 418164, ESTs [5':W90171, 3':W90583]	IMAGE:418164	W90171	W90583	W90171,W90583
7373	SID W 418335, LOW-DENSITY LIPOPROTEIN RECEPTOR PRECURSOR [5':W90328, 3':W90770]	IMAGE:418335	W90328	W90770	W90328,W90770
7374	 ESTs Chr.9 [418410, (IW), 5':W93005, 3':W93006]	IMAGE:418410	W93005	W93006	W93005,W93006
7375	SID W 418082, ESTs [5':W90178, 3':W90031]	IMAGE:418082	W90178	W90031	W90178,W90031
7376	 Human protein tyrosine kinase t-Ror1 (Ror1) mRNA, complete cds Chr.11 [418257, (EW), 5':W90779, 3':W90684]	IMAGE:418257	W90779	W90684	W90779,W90684
7377	SID W 418314, Homo sapiens clone 24416 mRNA sequence [5':W92699, 3':W92700]	IMAGE:418314	W92699	W92700	W92699,W92700
7378	 Homo sapiens mRNA for ATP-dependent RNA helicase #46, complete cds Chr.4 [418303, (I), 5':W90807, 3':W90751]	IMAGE:418303	W90807	W90751	W90807,W90751
7379	SID W 418100, ESTs, Weakly similar to F13B12.1 [C.elegans] [5':W90488, 3':W90489]	IMAGE:418100	W90488	W90489	W90488,W90489
7380	SID  418187, ESTs [5':W90260, 3':W90523]	IMAGE:418187	W90260	W90523	W90260,W90523
7381	SID W 418128, Homo sapiens ring finger protein (FXY) mRNA, complete cds [5':W90206, 3':W90080]	IMAGE:418128	W90206	W90080	W90206,W90080
7382	SID W 418347, ESTs [5':W92878, 3':W92777]	IMAGE:418347	W92878	W92777	W92878,W92777
7383	SID  427923, CDC28 protein kinase 1 [5':, 3':AA001979]	IMAGE:427923		AA001979	AA001979
7384	CCNA Cyclin A Chr.4 [427857, (DW), 5':AA001329, 3':AA001916]	IMAGE:427857	AA001329	AA001916	AA001329,AA001916
7385	SID  427668, Human mRNA for KIAA0123 gene, partial cds [5':, 3':AA002152]	IMAGE:427668		AA002152	AA002152
7386	SID  427819, Ankyrin G [5':, 3':AA001682]	IMAGE:427819		AA001682	AA001682
7387	SID  428028, ATP citrate lyase [5':AA001999, 3':AA001722]	IMAGE:428028	AA001999	AA001722	AA001999,AA001722
7388	 TYROSINE-PROTEIN KINASE RECEPTOR ECK PRECURSOR Chr.1 [427943, (D), 5':, 3':AA001368]	IMAGE:427943		AA001368	AA001368
7389	SID W 427985, Endothelin converting enzyme 1 [5':AA001771, 3':AA001772]	IMAGE:427985	AA001771	AA001772	AA001771,AA001772
7390	 AF-9 PROTEIN Chr.9 [427747, (I), 5':, 3':AA002249]	IMAGE:427747		AA002249	AA002249
7391	SID  427902, Carboxypeptidase E [5':AA001282, 3':AA001919]	IMAGE:427902	AA001282	AA001919	AA001282,AA001919
7392	SID W 428036, Erythrocyte membrane protein band 4.2 [5':AA002010, 3':AA002011]	IMAGE:428036	AA002010	AA002011	AA002010,AA002011
7393	SID  427929, Fructose-bisphosphatase 1 [5':AA001350, 3':AA001982]	IMAGE:427929	AA001350	AA001982	AA001350,AA001982
7394	SPTA1 Erythroid alpha-spectrin Chr.1 [427750, (RW), 5':AA001290, 3':AA001897]	IMAGE:427750	AA001290	AA001897	AA001290,AA001897
7395	SID  427727, Histidine-rich glycoprotein [5':AA001289, 3':AA001894]	IMAGE:427727	AA001289	AA001894	AA001289,AA001894
7396	SID W 427850, Homo sapiens cDNA mapping to 22q13 [5':AA001318, 3':AA001905]	IMAGE:427850	AA001318	AA001905	AA001318,AA001905
7397	SID W 427686, Homo sapiens NF-E2 protein (NF-E2) mRNA, complete cds [5':AA001209, 3':AA002159]	IMAGE:427686	AA001209	AA002159	AA001209,AA002159
7398	SID W 428012, Homo sapiens NRD convertase mRNA, complete cds [5':AA001779, 3':AA001780]	IMAGE:428012	AA001779	AA001780	AA001779,AA001780
7399	SID  427731, Homo sapiens mRNA for BNIP3L, complete cds [5':, 3':AA002186]	IMAGE:427731		AA002186	AA002186
7400	SID  427694, Human brain mRNA homologous to 3'UTR of human CD24 gene, partial sequence [5':, 3':AA002163]	IMAGE:427694		AA002163	AA002163
7401	 H.sapiens mRNA for Sec23B isoform, 2450bp Chr.20 [427725, (IW), 5':AA001288, 3':AA001893]	IMAGE:427725	AA001288	AA001893	AA001288,AA001893
7402	 ESTs Chr.8 [427801, (I), 5':, 3':AA001636]	IMAGE:427801		AA001636	AA001636
7403	 ESTs Chr.3 [427773, (IW), 5':AA001298, 3':AA002257]	IMAGE:427773	AA001298	AA002257	AA001298,AA002257
7404	SID W 427956, Homo sapiens Arg/Abl-interacting protein ArgBP2a (ArgBP2a) mRNA, complete cds [5':AA002027, 3':AA001823]	IMAGE:427956	AA002027	AA001823	AA002027,AA001823
7405	SID  427845, Human mRNA for KIAA0385 gene, complete cds [5':, 3':AA001849]	IMAGE:427845		AA001849	AA001849
7406	SID W 428003, Human prostaglandin D2 synthase gene [5':AA002053, 3':AA001717]	IMAGE:428003	AA002053	AA001717	AA002053,AA001717
7407	SID W 427908, Human heparan sulfate proteoglycan (HSPG2) mRNA, complete cds [5':AA001285, 3':AA001922]	IMAGE:427908	AA001285	AA001922	AA001285,AA001922
7408	SID  427704, ESTs, Moderately similar to peroxisome biogenesis disorder group 4 protein PXAAA1 [H.sapiens] [5':, 3':AA002168]	IMAGE:427704		AA002168	AA002168
7409	INSR Insulin receptor Chr.19 [427812, (RW), 5':AA001106, 3':AA001614]	IMAGE:427812	AA001106	AA001614	AA001106,AA001614
7410	SID W 427808, Human RGP3 mRNA, complete cds [5':AA001104, 3':AA001612]	IMAGE:427808	AA001104	AA001612	AA001104,AA001612
7411	 Homo sapiens mRNA for KIAA0601 protein, partial cds Chr.1 [427940, (I), 5':, 3':AA001366]	IMAGE:427940		AA001366	AA001366
7412	SID W 427995, Human hnRNP H mRNA, complete cds [5':AA002051, 3':AA001847]	IMAGE:427995	AA002051	AA001847	AA002051,AA001847
7413	 ESTs Chr.1 [427865, (I), 5':, 3':AA001354]	IMAGE:427865		AA001354	AA001354
7414	 ESTs Chr.17 [427769, (IW), 5':AA001296, 3':AA002255]	IMAGE:427769	AA001296	AA002255	AA001296,AA002255
7415	 Human mRNA for KIAA0297 gene, partial cds Chr.14 [427745, (IE), 5':, 3':AA002248]	IMAGE:427745		AA002248	AA002248
7416	 ESTs Chr.1 [427784, (I), 5':AA001256, 3':AA002261]	IMAGE:427784	AA001256	AA002261	AA001256,AA002261
7417	SID  427734, ESTs [5':, 3':AA002180]	IMAGE:427734		AA002180	AA002180
7418	SID  427721, ESTs [5':AA001287, 3':AA001891]	IMAGE:427721	AA001287	AA001891	AA001287,AA001891
7419	SID  427716, ESTs [5':, 3':AA002172]	IMAGE:427716		AA002172	AA002172
7420	SID W 427955, Human clone IMAGE:30008 unknown protein mRNA, partial cds [5':AA002033, 3':AA001829]	IMAGE:427955	AA002033	AA001829	AA002033,AA001829
7421	SID  427738, ESTs [5':, 3':AA002182]	IMAGE:427738		AA002182	AA002182
7422	SID W 428033, ESTs [5':AA002014, 3':AA002015]	IMAGE:428033	AA002014	AA002015	AA002014,AA002015
7423	 ESTs Chr.X [427895, (R), 5':, 3':AA001360]	IMAGE:427895		AA001360	AA001360
7424	 ESTs Chr.7 [428005, (IRW), 5':AA002054, 3':AA001718]	IMAGE:428005	AA002054	AA001718	AA002054,AA001718
7425	SID  427740, ESTs [5':, 3':AA002183]	IMAGE:427740		AA002183	AA002183
7426	SID W 427766, Human mRNA for KIAA0336 gene, complete cds [5':AA001246, 3':AA002200]	IMAGE:427766	AA001246	AA002200	AA001246,AA002200
7427	SID W 427829, ESTs, Moderately similar to guanine nucleotide regulatory protein [H.sapiens] [5':AA001235, 3':AA001651]	IMAGE:427829	AA001235	AA001651	AA001235,AA001651
7428	SID W 427963, Ubiquitin-conjugating enzyme E2I (homologous to yeast UBC9) [5':AA001757, 3':AA001758]	IMAGE:427963	AA001757	AA001758	AA001757,AA001758
7429	 ESTs Chr.13 [427767, (R), 5':, 3':AA002207]	IMAGE:427767		AA002207	AA002207
7430	SID  428038, ESTs [5':AA002012, 3':AA002013]	IMAGE:428038	AA002012	AA002013	AA002012,AA002013
7431	SID  427843, ESTs [5':AA001316, 3':AA001688]	IMAGE:427843	AA001316	AA001688	AA001316,AA001688
7432	SID W 427922, Homo sapiens mRNA for KIAA0678 protein, partial cds [5':AA001343, 3':AA001972]	IMAGE:427922	AA001343	AA001972	AA001343,AA001972
7433	SID W 428002, Homo sapiens phosphatidylinositol synthase (PIS) mRNA, complete cds [5':AA002048, 3':AA001843]	IMAGE:428002	AA002048	AA001843	AA002048,AA001843
7434	SID  427763, ESTs [5':AA001252, 3':AA002206]	IMAGE:427763	AA001252	AA002206	AA001252,AA002206
7435	SID  427673, ESTs [5':AA001270, 3':AA001867]	IMAGE:427673	AA001270	AA001867	AA001270,AA001867
7436	 ESTs Chr.5 [427657, (R), 5':, 3':AA002153]	IMAGE:427657		AA002153	AA002153
7437	SID  427688, ESTs [5':, 3':AA002160]	IMAGE:427688		AA002160	AA002160
7438	SID W 427984, ESTs [5':AA001763, 3':AA001764]	IMAGE:427984	AA001763	AA001764	AA001763,AA001764
7439	 ESTs, Weakly similar to envelope protein [H.sapiens] Chr.21 [427996, (RW), 5':AA002046, 3':AA001841]	IMAGE:427996	AA002046	AA001841	AA002046,AA001841
7440	SID W 428264, Protein phosphatase 2A, regulatory subunit B' alpha-1 [5':AA004721, 3':AA004624]	IMAGE:428264	AA004721	AA004624	AA004721,AA004624
7441	PIM1 Pim-1 oncogene Chr.6 [428404, (D), 5':, 3':AA005379]	IMAGE:428404		AA005379	AA005379
7442	SID W 428133, Isoleucine-tRNA synthetase [5':AA001862, 3':AA001863]	IMAGE:428133	AA001862	AA001863	AA001862,AA001863
7443	SID W 428111, Pregnancy-specific beta-1 glycoprotein 13 [5':AA001689, 3':AA001690]	IMAGE:428111	AA001689	AA001690	AA001689,AA001690
7444	SID  428275, Human zinc-finger protein C2H2-150 mRNA, complete cds [5':, 3':AA004940]	IMAGE:428275		AA004940	AA004940
7445	ACADVL Acyl-Coenzyme A dehydrogenase, very long chain Chr.17 [428227, (IEW), 5':AA002121, 3':AA002122]	IMAGE:428227	AA002121	AA002122	AA002121,AA002122
7446	 Human mitogen-responsive phosphoprotein (DOC-2) mRNA, complete cds Chr.5 [428137, (IE), 5':, 3':AA001933]	IMAGE:428137		AA001933	AA001933
7447	SID W 428369, Homo sapiens mRNA for NPR-Bi [5':AA004366, 3':AA004367]	IMAGE:428369	AA004366	AA004367	AA004366,AA004367
7448	  Chr. [428248, (D), 5':, 3':AA004917]	IMAGE:428248		AA004917	AA004917
7449	PCI Protein C inhibitor Chr.14 [428376, (IW), 5':AA004247, 3':AA005324]	IMAGE:428376	AA004247	AA005324	AA004247,AA005324
7450	CD1C CD1c antigen (thymocyte antigen) Chr.1 [428103, (RW), 5':AA002132, 3':AA002086]	IMAGE:428103	AA002132	AA002086	AA002132,AA002086
7451	SID W 428420, Human butyrophilin (BTF2) mRNA, complete cds [5':AA004376, 3':AA004377]	IMAGE:428420	AA004376	AA004377	AA004376,AA004377
7452	SID  428250, Ribosomal protein L37 [5':, 3':AA004928]	IMAGE:428250		AA004928	AA004928
7453	SID W 428225, ESTs, Highly  similar to BETA-ARRESTIN 2 [Homo sapiens] [5':AA002119, 3':AA002120]	IMAGE:428225	AA002119	AA002120	AA002119,AA002120
7454	 Human IAP homolog C (MIHC) mRNA, complete cds Chr.11 [428231, (REW), 5':AA002125, 3':AA002126]	IMAGE:428231	AA002125	AA002126	AA002125,AA002126
7455	SID  428147, GLYCINE CLEAVAGE SYSTEM H PROTEIN PRECURSOR [5':, 3':AA001938]	IMAGE:428147		AA001938	AA001938
7456	GZMK Granzyme K (serine protease, granzyme 3) Chr. [428412, (RW), 5':AA004281, 3':AA005382]	IMAGE:428412	AA004281	AA005382	AA004281,AA005382
7457	SID W 428219, Homo sapiens clone 24664 PH-20 homology mRNA, complete cds [5':AA001817, 3':AA001747]	IMAGE:428219	AA001817	AA001747	AA001817,AA001747
7458	 ESTs Chr. [428054, (IE), 5':AA002189, 3':AA002062]	IMAGE:428054	AA002189	AA002062	AA002189,AA002062
7459	SID  428304, ESTs [5':, 3':AA004615]	IMAGE:428304		AA004615	AA004615
7460	SID W 428350, H.sapiens mRNA for imogen 38 [5':AA004354, 3':AA004355]	IMAGE:428350	AA004354	AA004355	AA004354,AA004355
7461	SID W 428152, ESTs, Weakly similar to F32A7.4 [C.elegans] [5':AA002097, 3':AA002098]	IMAGE:428152	AA002097	AA002098	AA002097,AA002098
7462	SID W 428305, ESTs [5':AA004894, 3':AA004618]	IMAGE:428305	AA004894	AA004618	AA004894,AA004618
7463	SID  428284, ESTs [5':, 3':AA004628]	IMAGE:428284		AA004628	AA004628
7464	SID W 428214, ESTs, Weakly similar to X-linked mental retardation candidate gene [H.sapiens] [5':AA001808, 3':AA001739]	IMAGE:428214	AA001808	AA001739	AA001808,AA001739
7465	SID W 428057, ESTs [5':AA001662, 3':AA001663]	IMAGE:428057	AA001662	AA001663	AA001662,AA001663
7466	SID W 428303, ESTs [5':AA004953, 3':AA004954]	IMAGE:428303	AA004953	AA004954	AA004953,AA004954
7467	 Homo sapiens secreted frizzled related protein mRNA, complete cds Chr.8 [428100, (IW), 5':AA002243, 3':AA002080]	IMAGE:428100	AA002243	AA002080	AA002243,AA002080
7468	SID W 428161, Chediak-Higashi syndrome 1 [5':AA001795, 3':AA001873]	IMAGE:428161	AA001795	AA001873	AA001795,AA001873
7469	 Human (clone CTG-B43a) mRNA sequence Chr.16 [428288, (EW), 5':AA004727, 3':AA004610]	IMAGE:428288	AA004727	AA004610	AA004727,AA004610
7470	 Homo sapiens mRNA for KIAA0648 protein, partial cds Chr.4 [428339, (EW), 5':AA004213, 3':AA005158]	IMAGE:428339	AA004213	AA005158	AA004213,AA005158
7471	SID W 428132, ESTs [5':AA001695, 3':AA001696]	IMAGE:428132	AA001695	AA001696	AA001695,AA001696
7472	SID  428172, ESTs [5':AA001794, 3':AA001872]	IMAGE:428172	AA001794	AA001872	AA001794,AA001872
7473	SID  428253, Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase [5':, 3':AA004931]	IMAGE:428253		AA004931	AA004931
